"title","url","stars","name","reviewUrl","text"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Playa con una pendiente muy suave, rodeada de selva exhuberante, si tienes suerte puedes ver monos o tucanes, el agua tiene una temperatura fantástica!"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Herrlich ❣️Warmes Wasser, viel Platz, Ruhe"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","1",,,"Yf a noite toda e o irmão dela a noite toda e 👀"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Gyönyörű, hosszan elterülő strand a Nemzeti Parkon belül, a víz nagyon kellemes langyos, a part homokos, van kitéve ivóvíz töltő is!"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","4",,,"Todo es muy bonito"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Excelente lugar"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"A paradise."
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Le paradis sur terre. Prenez un guide vous serez pas déçu."
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Me encantó, las playas son hermosas y la gente es muy amable."
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Genial"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"חוף מהממם
עשינו מצנח..היה פגז
שקיעה מהממת"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Una playa para pasar el día sin dudas. Los monitos carablancas abren las mochilas y las revuelven.  No nos robaron nada, pero ojo puede pasar. Les ha quedado el reflejo de buscar comida, porque antiguamente se podía ingresar con alimentos al parque.
Es una playa para disfrutar, nadar de lado a lado, hacer snorkel. En ambos extremos hay piedras y cuando la marea esta baja se pueden observar peces de distintos colores."
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Muy lindo lugar y limpio pero los cuida carros se abusan con las tarifas"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","4",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Gorgeous beach located inside the national park. Only wished I had more time to enjoy it!"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Restrooms not so far, clean water"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","3",,,"Just in case you can't bring food in as people used to, instead of enabling a caged area where people can eat their snacks safely they make you toss the food away and buy at the very overpriced cafeteria inside, the line is super long and slow"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Es necesario contratar guía si quieres ver animales."
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"La playa Manuel Antonio es muy hermosa 😍😍❤️. Yo fui pero ase tres años  y la verdad esa playa es muy hermosa  le doy cinco estrellas  uno puede caminar por cualquier lado es muy hermosa"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"A praia e o parque são lindos, vale demais a visita.
Leve bastante água. O local é muito úmido e, apesar de haver um restaurante dentro do parque, os preços são altíssimos."
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"A praia de Manuel Antônio, dentro do parque, é uma das mais bonitas que já vi.
Preservada, com vegetação exuberante, areia clara, mar cristalino e com temperatura ótima, sem lixo, sem tumulto, sem música, só a natureza.
Dei sorte e peguei um dia de sol lindo!
O parque recebe muitos turistas, vá cedo para aproveitar a praia."
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","3",,,"La entrada al parque cuesta USD18 para mayores. Pagamos guía privada (Usd115 por persona) y no vale para nada la pena, es un paseo de 20 minutos que te lo extienden a dos horas parando a ver “bichitos” con binoculares. No paguen los guías no vale la pena, es un paseo que puede hacerse solo"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"This is a paradise beach 🇨🇷"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Yo cuando fui fue hermoso recomiendo el hotel el faro"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Breathtaking"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Manuel Antonio Beach is absolutely spectacular! With its soft white sand, crystal-clear turquoise water, and lush rainforest reaching right down to the shore, it feels like a true tropical paradise. The beach is clean, well maintained, and perfect for swimming, relaxing, or simply enjoying the stunning scenery. Wildlife sightings are an added bonus — monkeys, sloths, and colorful birds make the experience even more special. The atmosphere is peaceful yet vibrant, ideal for couples, families, or solo travelers. It’s one of those rare places where nature, beauty, and serenity come together perfectly. An unforgettable destination and a must-visit when in Costa Rica. 🌴🌊✨"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Una de las playas más bonita de CR"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Muy linda esa plya"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Cool and relaxing vibes. Reasonably priced cabanas and food."
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"A wonderful natural beach. With a pristine walk through nature to get there. No food or disposable water bottles allowed!!!"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Nice for a swim"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","3",,,"1.983 Hectareas"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Bien aménagé."
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Найкращий пляж"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","4",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","1",,,"It’s nice if there weren’t 1000 people"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","4",,,"Muy bonitas playas en costa rica, mucha gente se queja de lo invasivos que son los locales al querer vender cosas pero creo que basta con decirles que no un par de veces, creo que conviene no ir en auto porque si alcancé a escuchar varios locales que cobran hasta 3000 colones por parkin. Eso sí la comida es cara como todo en costa rica 😝mejor llevar hielera con bebidas"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Hermosa playa"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Fantastisk strand med mindre vågor vilket var bra för våra barn. En hel del turister. Akta er för aporna som stjäl all mat om ni har med er någon (förbjudet att ta med in i parken)."
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Hermoso"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Excellent beach"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Lo más bello de la naturaleza, para el mundo"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Sehr schön, aber nur !!! In der Nebensaison"
"Playa Manuel Antonio","https://www.google.com/maps/search/?api=1&query=Playa%20Manuel%20Antonio&query_place_id=ChIJFdVKFgpxoY8RcGgijI60MV8","5",,,"Es bueno volver de donde es uno, se ve que hay modificaciones en el lugar."
